SDSS,Plate,MJD,Fiber,RA,Dec,umag,gmag,rmag,imag,zmag,Teff,logg,Mass,Type,spec_file,filename,object_name,plate,mjd,fiberid,z,J0410_mag,J0410_err,J0430_mag,J0430_err,iSDSS_mag,iSDSS_err,J0660_mag,J0660_err,rSDSS_mag,rSDSS_err,J0515_mag,J0515_err,zSDSS_mag,zSDSS_err,J0378_mag,J0378_err,gSDSS_mag,gSDSS_err,J0395_mag,J0395_err,uJAVA_mag,uJAVA_err,J0861_mag,J0861_err,match_separation_arcsec,gaia_WDJ_name,gaia_source_id,gaia_ra,gaia_dec,gaia_parallax,gaia_phot_g_mean_mag,gaia_phot_bp_mean_mag,gaia_phot_rp_mean_mag,gaia_umag,gaia_gmag,gaia_rmag,gaia_imag,gaia_zmag,gaia_teff_H,gaia_logg_H,gaia_mass_H,gaia_Pwd
015748.21-010600.8,700,52199,11,29.450868,-1.10022,20.24,19.84,19.67,19.65,19.68,7333.0,8.53,,DAH:,results_convolution_2/spectra/spec-0700-52199-0011.fits,spec-0700-52199-0011.fits,0700-52191-01,700.0,52199.0,11.0,,20.101893946935995,0.0193391136357434,20.040475505622744,0.0151602719110604,19.88014220196124,0.0081127129741725,19.89508017906339,0.0124542972128018,19.80649129635196,0.0049521224250576,19.81091755586588,0.0103195096335154,20.215752985796847,0.0285546672902617,20.22623579631088,0.0810711212195853,19.90016143377178,0.0047345776572441,20.34767744008005,0.0395833603664005,20.38628695964513,0.0676995788422361,20.29100637048807,0.0375981465715285,0.8699018116467038,WDJ015748.21-010600.74 ,2507383524945205248,29.450682167115136,-1.1003744942354234,6.249286371310474,19.621794,19.893366,19.326414,20.302,19.764,19.657,19.656,19.639,6836.06,8.050963,0.6220786,0.990803
015748.21-010600.8,701,52179,291,29.450868,-1.10022,20.24,19.84,19.67,19.65,19.68,7623.0,8.83,,DAH:,results_convolution_2/spectra/spec-0701-52179-0291.fits,spec-0701-52179-0291.fits,0701-52179-01,701.0,52179.0,291.0,,20.02862934248899,,19.912400216811115,,19.62933220251316,,19.741417480300942,,19.642137971520675,,19.749616342059305,,19.52632028734262,,20.118194216064037,,19.79613069568118,,20.11015091519223,,20.27293258191325,,19.57478257334663,,0.8699018116467038,WDJ015748.21-010600.74 ,2507383524945205248,29.450682167115136,-1.1003744942354234,6.249286371310474,19.621794,19.893366,19.326414,20.302,19.764,19.657,19.656,19.639,6836.06,8.050963,0.6220786,0.990803
015801.12-000000.3,701,52179,271,29.504654,-7.872e-05,19.01,18.64,18.82,19.34,19.35,12824.0,8.27,0.764,DA,results_convolution_2/spectra/spec-0701-52179-0271.fits,spec-0701-52179-0271.fits,0701-52179-01,701.0,52179.0,271.0,,18.707887762897837,0.0076410203494956,18.65537886479556,0.0061866251027902,19.11981521473472,0.0045879185470193,19.151326762391143,0.0082514483094055,18.85472203426533,0.0026088293374876,18.594317076141145,0.0051158853925349,19.220839284319677,0.0146973840551078,18.95341977326155,0.0355686377662701,18.61029934878848,0.0021308274324734,18.90466711722637,0.0146500198628559,19.093935344865933,0.0290473237891294,19.299168958564174,0.0195587559022115,0.7382250609920179,WDJ015801.13-000000.28 ,2507707502918736512,29.504830783267582,-0.00018263492749950096,3.709203096358661,18.70227,18.703768,18.87865,19.053,18.601,18.841,19.054,19.365,16742.96,8.250183,0.768724,0.998866
015823.97-003510.7,2065,53678,226,29.599895,-0.586313,19.01,18.82,19.09,19.4,19.63,16778.0,7.87,,DA,results_convolution_2/spectra/spec-2065-53678-0226.fits,spec-2065-53678-0226.fits,2065-53663-01,2065.0,53678.0,226.0,,18.9568417441586,0.0053193013439564,18.907803025801336,0.0043674964944903,19.48403238648026,0.0037299895381674,19.445361286531543,0.0065956367165392,19.160790611226524,0.0020924507910928,18.86488408010218,0.0036602354118166,19.665537908423367,0.0129288535860286,19.253383461597718,0.0218638268926328,18.885779380970824,0.0015299993617394,19.15411852102374,0.0100739487348721,19.37679517467651,0.0190481398645376,19.73912879651717,0.017331372046158,0.9765304097278509,WDJ015823.97-003510.77 ,2507437607173558400,29.600165617205814,-0.5863318452061503,2.50588448408681,18.970839,18.955832,19.22724,19.068,18.806,19.123,19.404,19.627,20767.01,8.111432,0.6900675,0.999535
015823.97-003510.7,2866,54478,162,29.599895,-0.586313,19.01,18.82,19.09,19.4,19.63,17062.0,7.89,0.561,DA,results_convolution_2/spectra/spec-2866-54478-0162.fits,spec-2866-54478-0162.fits,2866-54465-01,2866.0,54478.0,162.0,,19.025598332133637,0.0052414998076815,18.962291762576434,0.0041937107268291,19.49819064582953,0.0032393763228582,19.454452039353605,0.0056299892095521,19.202124638500017,0.001808751031674,18.934173828815723,0.0034719056519354,19.72425908630641,0.0112388826974229,19.270707868592204,0.0212252516478945,18.943465612632927,0.0014537191684259,19.23706399895097,0.0104787861471461,19.41406745810246,0.0209437879304449,19.78269316901349,0.0140190733492317,0.9765304097278509,WDJ015823.97-003510.77 ,2507437607173558400,29.600165617205814,-0.5863318452061503,2.50588448408681,18.970839,18.955832,19.22724,19.068,18.806,19.123,19.404,19.627,20767.01,8.111432,0.6900675,0.999535
015859.58-000942.2,700,52199,26,29.748246,-0.16172805,19.77,19.53,19.82,20.08,20.08,18667.0,8.08,0.662,DA,results_convolution_2/spectra/spec-0700-52199-0026.fits,spec-0700-52199-0026.fits,0700-52191-01,700.0,52199.0,26.0,,19.58249971031916,0.012115870138028,19.562601161760817,0.0099896204315718,20.252520842305664,0.0107663865228201,20.12081567147927,0.0149339425444456,19.840673449512305,0.0049337812987804,19.523233630453497,0.0077476557204896,20.93780581367552,0.0535565033477589,19.744243568043792,0.0505775311614735,19.531566010945788,0.0033782623303025,19.77809828743522,0.0232154189026554,19.890914384896483,0.0430769886351679,20.97024527050859,0.0672262303716978,0.5553954571824309,WDJ015859.58-000942.28 ,2507595799408547584,29.748379800144985,-0.16180485434403266,1.4296496640338152,19.67366,19.681107,19.943903,19.753,19.517,19.815,20.101,20.335,18820.05,7.654043,0.4629524,0.997834
015904.22+131803.5,427,51900,222,29.7676,13.30096,19.65,19.25,19.45,19.68,19.78,15167.0,7.89,0.556,DA,results_convolution_2/spectra/spec-0427-51900-0222.fits,spec-0427-51900-0222.fits,0427-51891-04,427.0,51900.0,222.0,,19.472542485720304,0.0119193444119262,19.381144945761584,0.0093338699494738,19.68985798261621,0.0071853223830866,19.72991281913891,0.0114889424157175,19.48442033802693,0.0038261189605843,19.272301272104947,0.0071508970649895,19.716377535282668,0.0223949776703896,19.682532450362736,0.0506840695495247,19.323521456647818,0.0031210100812204,19.687180120012293,0.0237015761116951,19.844563362014803,0.0476530886269531,19.784971741760323,0.0285975274442387,0.3558386487819898,WDJ015904.23+131803.41 ,76937810758080512,29.7675345369587,13.300884425087885,2.0795634760283046,19.387413,19.366106,19.538683,19.659,19.241,19.453,19.682,19.82,20237.03,8.011236,0.6305587,0.998481
015932.36-082827.4,666,52149,464,29.884815,-8.4742729,19.92,19.41,19.24,19.2,19.17,6804.0,9.11,,DA:DC:,results_convolution_2/spectra/spec-0666-52149-0464.fits,spec-0666-52149-0464.fits,0666-52146-01,666.0,52149.0,464.0,,19.538821878437297,0.0097280882504411,19.458886575511137,0.007997446716926,19.26292592895181,0.0029807444455745,19.280434357509115,0.0061010230217767,19.2404913267957,0.0022833050145199,19.329042431096543,0.0061153282118093,19.25889317436553,0.0078365435532572,19.620536300216397,0.0358561215819556,19.38241405785478,0.0026208991721298,19.574615141202223,0.0162665931524485,19.77891959892859,0.0344690077260198,19.33819852921841,0.0106247117215423,0.3010631170377176,WDJ015932.36-082827.35 ,2463265002405067776,29.884730495154958,-8.474275685768939,6.523019381552212,19.215263,19.402029,18.95759,19.943,19.393,19.24,19.226,19.172,7512.664,8.070869,0.6362196,0.992071
015939.46-005416.0,403,51871,85,29.914436,-0.90444743,17.88,18.3,18.77,19.1,19.52,54077.0,7.6,,DA,results_convolution_2/spectra/spec-0403-51871-0085.fits,spec-0403-51871-0085.fits,0403-51863-01,403.0,51871.0,85.0,,18.22038569821374,,18.201040812569424,,19.27234963887502,,18.9979897855882,,18.80839883044384,,18.433268168913777,,19.49742997185603,,18.190058653450315,,18.316645466517336,,18.181249018015823,,18.335607056997556,,19.526396945218277,,0.12731878634948013,WDJ015939.47-005415.99 ,2506663585346856064,29.91445376096365,-0.904478014375706,0.8469866810842952,18.511314,18.384981,18.903614,17.883,18.266,18.786,19.11,19.477,38709.96,7.220718,0.3995948,0.978104
015939.47-005416.0,2065,53678,125,29.914467,-0.904444,17.88,18.3,18.77,19.1,19.52,61165.0,7.6,,DA,results_convolution_2/spectra/spec-2065-53678-0125.fits,spec-2065-53678-0125.fits,2065-53663-01,2065.0,53678.0,125.0,,18.02535155568521,0.0029545739736542,18.122309609338338,0.0026863529879033,19.18731118091632,0.0027130419130628,18.977443963454583,0.0042231866722329,18.809150245947443,0.0015086146471867,18.46104347351245,0.0028022634278879,19.31825640842512,0.0090918606081747,17.991284715921772,0.0086918198688393,18.27547198310584,0.0010422602266381,17.941294274002964,0.0045011549009335,18.139488181866305,0.0083867387778638,19.333424891245507,0.0115502882384165,0.13139783827142273,WDJ015939.47-005415.99 ,2506663585346856064,29.91445376096365,-0.904478014375706,0.8469866810842952,18.511314,18.384981,18.903614,17.883,18.266,18.786,19.11,19.477,38709.96,7.220718,0.3995948,0.978104
015939.47-005416.0,2866,54478,187,29.914467,-0.904444,17.88,18.3,18.77,19.1,19.52,63717.0,7.63,0.573,DA,results_convolution_2/spectra/spec-2866-54478-0187.fits,spec-2866-54478-0187.fits,2866-54465-01,2866.0,54478.0,187.0,,18.02960793612761,0.0026781983978126,18.11575914405166,0.0023894659330694,19.18033323634034,0.0025106920972442,18.94310180081313,0.0038689074093901,18.772273347020395,0.0012951859767108,18.43626882256064,0.0024112152159287,19.295870725740222,0.0078910603233311,17.942110922774297,0.007847959695854,18.261633308644456,0.0009173183727195,17.971114750575957,0.0041953541983784,18.08994308742596,0.0080697509253819,19.36482966575792,0.0099666625666424,0.13139783827142273,WDJ015939.47-005415.99 ,2506663585346856064,29.91445376096365,-0.904478014375706,0.8469866810842952,18.511314,18.384981,18.903614,17.883,18.266,18.786,19.11,19.477,38709.96,7.220718,0.3995948,0.978104
015945.08-001035.0,700,52199,36,29.937829,-0.17638881,20.16,19.65,19.78,19.95,19.98,11377.0,7.89,0.547,DA,results_convolution_2/spectra/spec-0700-52199-0036.fits,spec-0700-52199-0036.fits,0700-52191-01,700.0,52199.0,36.0,,19.972894971623823,0.0165697167952611,19.864644709847617,0.0127924361189014,20.35716442428795,0.0114487935645279,20.2013862808465,0.0159924973419482,19.883438113356757,0.0052285868847621,19.617698760715875,0.0086631923287417,21.05408502533812,0.0575121338132376,20.42057007410504,0.0843998461097487,19.72135102379369,0.0039789778297868,20.18490547402586,0.0322847835948609,20.51020704150647,0.0705294969985785,21.111906949362925,0.073199903940624,0.7795656268419449,WDJ015945.09-001034.99 ,2507593531665809536,29.93804062435648,-0.17643472001689386,2.548194239422022,19.718718,19.880556,19.762583,19.983,19.613,19.751,19.978,20.368,11033.78,7.837825,0.5127793,0.969879
020001.99+004018.4,701,52179,430,30.008307,0.6717863,18.61,18.48,18.58,18.76,18.87,10742.0,9.59,,DZ,results_convolution_2/spectra/spec-0701-52179-0430.fits,spec-0701-52179-0430.fits,0701-52179-01,701.0,52179.0,430.0,,18.49063047797558,0.0062258861946173,18.46379065994686,0.0055353174129645,18.78144794550851,0.0035703202190521,18.67214005530139,0.005857532392204,18.591877344903587,0.0022296008056378,18.484201145685468,0.0050338451567983,18.847855770789685,0.0103855520917802,18.561506754194617,0.0198717366146975,18.466247278899864,0.0019785750761555,18.660290670049758,0.0108601590576908,18.710452861613057,0.0186019646712397,18.916493665736034,0.0136895547227957,0.8024548119771773,WDJ020002.01+004018.40 ,2507853291287991808,30.008529752991215,0.6717776877999554,5.866015376834961,18.488617,18.560194,18.466288,18.595,18.467,18.589,18.725,18.943,10386.69,8.161778,0.7004017,0.995724
020056.67+135443.0,427,51900,438,30.236132,13.911939,20.37,20.09,20.36,20.56,21.13,17494.0,7.74,0.497,DA,results_convolution_2/spectra/spec-0427-51900-0438.fits,spec-0427-51900-0438.fits,0427-51891-04,427.0,51900.0,438.0,,20.337103519689045,,20.242660100709703,,20.92264734865946,,20.74584993314827,,20.437782738507018,,20.17325064420857,,21.635313141642463,,20.584273153916108,,20.19343647619653,,20.552287078673764,,20.689256637908947,,21.62288866670104,,0.2922312990196047,WDJ020056.66+135442.93 ,77828243377941120,30.2360979501327,13.911864857797825,1.429230173980351,20.187578,20.193102,20.138803,20.349,20.087,20.369,20.569,21.017,,,,0.909623
020200.33+133256.8,427,51900,153,30.501381,13.549121,19.82,19.46,19.59,19.83,20.06,15090.0,7.93,0.576,DA,results_convolution_2/spectra/spec-0427-51900-0153.fits,spec-0427-51900-0153.fits,0427-51891-04,427.0,51900.0,153.0,,19.55455154181893,,19.49797241147899,,19.90642568402705,,19.95515443423694,,19.67777618150074,,19.464194193439845,,19.902933465422716,,19.82913495672738,,19.484105924671816,,19.72892542769853,,19.952233832622007,,19.942383440663072,,0.3162553097564707,WDJ020200.33+133256.71 ,76959732271337856,30.501290707824463,13.549117508680766,2.33447686298469,19.525301,19.536922,19.508202,19.917,19.467,19.589,19.821,20.121,13148.61,7.724593,0.4627963,0.987293
020227.40+141124.6,427,51900,462,30.614161,14.190165,20.31,19.8,19.87,19.87,19.86,10277.0,8.84,1.089,DA,results_convolution_2/spectra/spec-0427-51900-0462.fits,spec-0427-51900-0462.fits,0427-51891-04,427.0,51900.0,462.0,,20.04084593852422,0.0167712905184917,19.94382428495557,0.0134280707091511,19.912651999022124,0.0079152457285011,19.998159688480776,0.0132340422240843,19.753109553032765,0.004577881572045,19.698926728966008,0.0096909925286075,19.998285713316854,0.0250909168781317,20.35490237958691,0.0821218384698462,19.802333360504967,0.0042548314026086,20.241349115161466,0.0331611528609925,20.49079730182901,0.0796913572980999,20.041271675303584,0.0316142108274553,0.3966540754474511,WDJ020227.40+141124.53 ,77112530027908096,30.614141789050272,14.190056403858748,3.486679311483894,19.763674,19.9359,19.678102,20.314,19.79,19.821,19.863,19.884,9958.731,8.104814,0.663684,0.961522
020244.20+003252.3,701,52179,546,30.684148,0.54785426,20.57,20.1,19.9,19.91,19.93,7611.0,8.51,0.909,DA,results_convolution_2/spectra/spec-0701-52179-0546.fits,spec-0701-52179-0546.fits,0701-52179-01,701.0,52179.0,546.0,,20.17888182505012,0.0226265021976026,20.120219005015397,0.0191586288548988,20.011888491356597,0.010418738128239,20.082723406604902,0.0170943137566646,19.943042348569683,0.0063886027801909,19.943522090833888,0.0146334271825317,20.167535716999616,0.0404240378192493,20.519384539254798,0.1011108117030246,20.02242693766903,0.0063078142189098,20.260983874902045,0.0382512897409047,20.678101340523376,0.0925513394316729,20.156643539096244,0.0486404795912222,0.9155697053250791,WDJ020244.21+003252.24 ,2508025639735964928,30.684402038155206,0.5478665758458853,6.015373982146087,19.885468,20.11059,19.585201,20.405,20.008,19.922,19.914,20.068,6997.769,8.233837,0.7388927,0.993143
020245.67+122201.4,427,51900,133,30.690283,12.367056,18.15,18.46,18.84,19.1,19.48,60359.0,7.65,0.571,DA,results_convolution_2/spectra/spec-0427-51900-0133.fits,spec-0427-51900-0133.fits,0427-51891-04,427.0,51900.0,133.0,,18.187085416317395,,18.26268681943888,,19.196455434884804,,19.00895727191428,,18.852721000523932,,18.55238309557429,,19.3178261299908,,18.1068971352532,,18.396818222240817,,18.135101041184903,,18.26177151969967,,19.396869934441675,,0.19493035388286906,WDJ020245.67+122201.41 ,76585043619540608,30.690309909473985,12.367008660502146,0.6320028223959785,18.63952,18.538782,18.851536,18.124,18.462,18.819,19.086,19.474,35335.09,6.704715,0.2503891,0.722493
020259.60+130439.2,427,51900,147,30.748346,13.077562,19.45,19.43,19.69,19.95,20.1,20455.0,7.79,0.524,DA,results_convolution_2/spectra/spec-0427-51900-0147.fits,spec-0427-51900-0147.fits,0427-51891-04,427.0,51900.0,147.0,,19.32575723762968,,19.3640229566441,,20.10229530459272,,19.970286271594,,19.7431382011137,,19.464722735410056,,20.259290462405893,,19.45950892498896,,19.401000537385976,,19.435570800165003,,19.59903931961661,,20.27066109237993,,0.12860030756428484,WDJ020259.60+130439.18 ,76693066341793664,30.74837002022626,13.077535006450036,2.531991306424431,19.559637,19.56602,19.63793,19.472,19.406,19.67,19.926,20.146,16117.35,8.128785,0.691723,0.995569
020326.13+223828.3,2066,53349,352,30.85887,22.641191,19.46,19.61,19.92,20.31,20.39,29612.0,7.91,0.599,DA,results_convolution_2/spectra/spec-2066-53349-0352.fits,spec-2066-53349-0352.fits,2066-53341-01,2066.0,53349.0,352.0,,19.514813031683357,0.005913765974127,19.55368883593888,0.0055205574931171,20.24688633126745,0.0069090231084833,20.199508135210827,0.0098481631992154,19.983325040524385,0.003488323065094,19.69338005538784,0.0058902112057192,20.27855240086695,0.0218834388471663,19.52438260147911,0.01754012192535,19.61233316213248,0.0021563197626457,19.5279598038128,0.0089888111883078,19.670134452055173,0.0159166394510972,20.31243961182654,0.0266940972949914,0.1346328274558584,WDJ020326.13+223828.25 ,103664601966964096,30.858856616655306,22.6411557007009,0.9912651284032536,19.77304,19.668997,19.995764,19.519,19.617,19.899,20.271,20.408,,,,0.990597
020349.41+221623.4,2066,53349,315,30.955877,22.273153,20.32,20.3,20.41,20.56,20.77,16123.0,7.95,0.557,DB,results_convolution_2/spectra/spec-2066-53349-0315.fits,spec-2066-53349-0315.fits,2066-53341-01,2066.0,53349.0,315.0,,20.238742608769392,0.0123537733500647,20.18382908516785,0.0101438202691316,20.516857156949406,0.009285189381218,20.55716297993677,0.0147364988846995,20.447137710170374,0.0056063104717066,20.255254663625827,0.0098688165515827,20.856904280969097,0.0405246056306889,20.37039345096745,0.0450504405803711,20.23931443957684,0.003909054764347,20.271363825755067,0.0189987533535089,20.512550273768905,0.0358565197592616,20.68071362376072,0.0396606823500074,0.3736703967369144,WDJ020349.42+221623.25 ,103590316212495360,30.95587563060017,22.273049210403425,1.9751498632265352,20.352407,20.262802,20.298569,20.441,20.257,20.373,20.52,20.754,,,,0.984377
020357.56+140129.2,427,51900,512,30.989823,14.024773,18.88,18.83,19.07,19.26,19.53,23841.0,7.93,0.596,DA,results_convolution_2/spectra/spec-0427-51900-0512.fits,spec-0427-51900-0512.fits,0427-51891-04,427.0,51900.0,512.0,,18.82679364454197,0.0062139768554944,18.826321935346435,0.0054888049298236,19.254257774753235,0.0044149935702037,19.23812014469052,0.0069112873091482,19.03045835316137,0.0024161076733462,18.804917206753597,0.0047150317850123,19.481465586327538,0.0162274876729919,18.978353279500688,0.0249657101708241,18.80134758888168,0.0019074479453217,18.915056631721747,0.0109027747469441,19.121693495890437,0.0239413923791839,19.52335824125216,0.0202046912538009,0.2783428449621768,WDJ020357.55+140129.21 ,77092670098689920,30.989898499616604,14.024748249948242,2.310620527263976,18.914795,18.842497,19.112947,18.927,18.771,19.055,19.265,19.498,25937.07,8.168779,0.7342786,0.999168
020406.86+005401.5,2065,53678,609,31.028582,0.900412,20.12,19.81,20.01,20.23,20.37,14698.0,8.2,,DA,results_convolution_2/spectra/spec-2065-53678-0609.fits,spec-2065-53678-0609.fits,2065-53663-01,2065.0,53678.0,609.0,,20.01164921888344,0.0139734907809093,19.913584876246425,0.0109848638835567,20.312406433167677,0.0070821180580758,20.302970540763432,0.0117253965433726,20.045549321797857,0.0042933727501445,19.79300765201477,0.0076424347863863,20.457205444895717,0.0220136669521507,20.193061193183688,0.0750476071242751,19.858964507000884,0.0035218182275581,20.115119973745514,0.0259089808546019,20.330848484567404,0.0547419758467903,20.5025652231952,0.0292864312182347,0.2848607924852972,WDJ020406.86+005401.46 ,2508062439015862656,31.028658303771685,0.9003910139991798,1.6986838085277787,19.888521,19.83866,20.044392,20.152,19.749,20.026,20.252,20.314,19101.94,8.037491,0.6431634,0.99685
020406.86+005401.5,2866,54478,626,31.028582,0.900412,20.12,19.81,20.01,20.23,20.37,14651.0,7.96,0.59,DA,results_convolution_2/spectra/spec-2866-54478-0626.fits,spec-2866-54478-0626.fits,2866-54465-01,2866.0,54478.0,626.0,,19.92216687674354,0.0084819599377505,19.880014512206223,0.0073140780301777,20.222404986170595,0.0054639156693378,20.271191536423323,0.00965189791761,19.988074790586005,0.00309789210461,19.73639227587571,0.0056018159291651,20.318000396635743,0.015658794970444,20.19089989701633,0.0432014459552366,19.791078596530987,0.0023887599249149,20.076862521909028,0.0152326420018112,20.330655290638184,0.0314793642346102,20.432621233401854,0.0211756622703227,0.2848607924852972,WDJ020406.86+005401.46 ,2508062439015862656,31.028658303771685,0.9003910139991798,1.6986838085277787,19.888521,19.83866,20.044392,20.152,19.749,20.026,20.252,20.314,19101.94,8.037491,0.6431634,0.99685
020413.05-010505.6,701,52179,47,31.054361,-1.0848843,20.48,20.04,19.89,19.82,20.01,7617.0,7.88,,DAM,results_convolution_2/spectra/spec-0701-52179-0047.fits,spec-0701-52179-0047.fits,0701-52179-01,701.0,52179.0,47.0,,20.18368808461096,,20.16253577172011,,19.92895663432592,,19.97526364403289,,19.88462114844264,,19.95968196038526,,19.87384113221615,,20.47124983517704,,20.000522013932788,,20.3095117462644,,20.591420733098253,,19.91716178238948,,0.6155301198645797,WDJ020413.05-010505.63 ,2506677775919138176,31.054492836426896,-1.0849932024778672,3.6656084119380132,19.863836,20.068153,19.702795,20.472,19.999,19.902,19.911,20.007,8579.484,7.957315,0.5713615,0.965964
020413.39+135211.4,427,51900,553,31.055787,13.869828,20.11,19.64,19.68,19.73,19.87,10721.0,8.28,0.767,DA,results_convolution_2/spectra/spec-0427-51900-0553.fits,spec-0427-51900-0553.fits,0427-51891-04,427.0,51900.0,553.0,,19.856453682536205,0.0130343201435255,19.80449755643149,0.0110798183931053,19.78322930721408,0.0062958697594029,19.85323167497956,0.0106323023367363,19.63245042179249,0.0037985937954785,19.56220347948497,0.007947441600255,19.820199856346413,0.0188191024355781,20.10978581373765,0.0567220991366556,19.652921608715097,0.0034612066479172,19.99205420357631,0.0238457762006981,20.230468189525745,0.0496355523096363,19.86898864267713,0.0235948248770866,0.4022103388363134,WDJ020413.39+135211.32 ,77041508448140032,31.055898705251625,13.869801139742105,2.4318475375216755,19.621525,19.679564,19.60716,20.28,19.667,19.615,19.688,20.012,11940.1,7.74331,0.4680097,0.969966
020420.66+123612.4,427,51900,42,31.086067,12.603432,20.04,19.58,19.7,19.94,19.95,13246.0,8.09,0.657,DA,results_convolution_2/spectra/spec-0427-51900-0042.fits,spec-0427-51900-0042.fits,0427-51891-04,427.0,51900.0,42.0,,19.6464660158938,0.0124361920723792,19.57451286237923,0.0099433672934623,19.939124819190376,0.00779702752666,20.032205228995345,0.0124469052032685,19.697971084463298,0.00397258126282,19.465171362902687,0.0073518808425144,20.014983587418108,0.0256205037246045,19.87237864889594,0.0557123694531113,19.51291879294927,0.0032285882403037,19.82227987618013,0.0243196817866308,19.99174911276088,0.0490431700942841,20.049123261887367,0.0315848918828549,0.3969161839616894,WDJ020420.66+123612.34 ,76615997448273408,31.086047941894357,12.603323325552845,2.906375744222254,19.625284,19.83152,19.747025,20.12,19.58,19.659,19.894,20.132,11663.84,7.986575,0.597069,0.984977
020439.19+220724.7,2066,53349,275,31.163279,22.123537,19.25,18.79,18.89,19.06,19.25,11980.0,8.3,0.781,DA,results_convolution_2/spectra/spec-2066-53349-0275.fits,spec-2066-53349-0275.fits,2066-53341-01,2066.0,53349.0,275.0,,18.91848106989213,0.0044045618985543,18.85084698246623,0.0036538521851735,19.07308362948205,0.0025831541696496,19.14811955826078,0.0045607016583043,18.879238683640885,0.0014945400268691,18.70147433719564,0.0030522364100831,19.177290454027563,0.0087817300471545,19.179489520397105,0.0154402638461829,18.767721781683317,0.0012620172293066,19.122847672779336,0.0076580942370457,19.311081945324524,0.0140466343247301,19.23128398018907,0.0107708750791105,0.40895492023584956,WDJ020439.19+220724.86 ,100582121118603648,31.163214910610225,22.123440150881777,4.357987887605123,18.811657,18.906528,18.772812,19.182,18.768,18.906,19.069,19.267,11018.23,7.948476,0.5734206,0.991072
020456.23-010446.3,701,52179,2,31.23431,-1.0795341,18.95,18.54,18.77,19.0,19.23,13559.0,8.2,0.722,DA,results_convolution_2/spectra/spec-0701-52179-0002.fits,spec-0701-52179-0002.fits,0701-52179-01,701.0,52179.0,2.0,,18.929179223826416,0.0099067526283018,18.82966023853482,0.0077288662261008,18.94487147092854,0.004124288202337,19.030182118147174,0.0075621635351943,18.768929062262,0.0026752474991436,18.568271007489948,0.0055769946063687,18.977196882571427,0.0116548355684855,19.343208659062174,0.0549206504498652,18.68000919355241,0.0024581719940006,19.14668545699244,0.0192249721845007,19.466447663304685,0.0422285455558103,19.02903807815513,0.0153013334749858,0.34932262349218623,WDJ020456.24-010446.28 ,2506495261284141696,31.23440316975487,-1.0795069322406659,4.018942672631799,18.67297,18.67751,18.735117,18.904,18.539,18.799,19.036,19.156,12742.38,8.044661,0.633772,0.997322
020514.53+003100.3,2065,53678,625,31.310527,0.516738,20.26,19.94,20.26,20.48,20.69,15939.0,7.68,,DA/DAH,results_convolution_2/spectra/spec-2065-53678-0625.fits,spec-2065-53678-0625.fits,2065-53663-01,2065.0,53678.0,625.0,,20.09175447885874,0.0158759056485201,20.064337318286697,0.0129367571361352,20.50503389425985,0.0086408642425046,20.42798740965555,0.0135006537176752,20.244173651138645,0.0053280442660061,20.012250951523576,0.0094225178732228,20.644379156472404,0.0268387045282071,20.46004042630714,0.1063806493117998,20.02797107486364,0.0042319476625132,20.204547525148637,0.0294593002491031,20.525473720617008,0.068232871976225,20.79177443832372,0.0396393304415461,0.6514210007758849,WDJ020514.53+003100.36 ,2507984652863078400,31.310644448501623,0.516600341094596,1.4675356611080268,20.114145,20.106144,20.467045,20.415,19.967,20.254,20.554,20.603,,,,0.998562
020514.53+003100.3,2866,54478,603,31.310527,0.516738,20.26,19.94,20.26,20.48,20.69,16364.0,7.74,,DA/DAH,results_convolution_2/spectra/spec-2866-54478-0603.fits,spec-2866-54478-0603.fits,2866-54465-01,2866.0,54478.0,603.0,,20.059586934137563,0.0094272199061805,20.05344366360729,0.0083354939329067,20.45710569518865,0.0061510428146655,20.46165795665349,0.0110915007330178,20.21622354516311,0.0036910765320796,20.003797020325216,0.0068562420456021,20.55265132838576,0.0162588304692025,20.325732916033665,0.044636006103391,20.02077891501684,0.0028423666256897,20.26947921881217,0.0178160372644538,20.47410534288704,0.0355342339559438,20.614164641068577,0.0215586841383082,0.6514210007758849,WDJ020514.53+003100.36 ,2507984652863078400,31.310644448501623,0.516600341094596,1.4675356611080268,20.114145,20.106144,20.467045,20.415,19.967,20.254,20.554,20.603,,,,0.998562
020527.47+143553.8,427,51900,564,31.364471,14.598286,18.52,18.55,18.78,18.95,19.16,14261.0,8.8,1.094,DB,results_convolution_2/spectra/spec-0427-51900-0564.fits,spec-0427-51900-0564.fits,0427-51891-04,427.0,51900.0,564.0,,18.5428446238268,0.004437529824916,18.54021837972692,0.0040709246139694,19.02690455444567,0.0037896009603853,18.897722268066595,0.005418975944654,18.80210392099149,0.0020297602252536,18.63635843272213,0.0039974621371863,19.09466305695242,0.0121635051888666,18.61451356417464,0.0153699707633144,18.58669172028824,0.0015159216373652,18.513183401417,0.0068176215742886,18.758926839113848,0.0133558780617004,19.17996481509875,0.0156449428896771,0.6629228042189793,WDJ020527.48+143553.94 ,77504888175094272,31.36465808635663,14.59831963925145,4.043582536898065,18.649435,18.740503,18.767014,18.591,18.59,18.761,18.959,19.09,13160.69,8.015445,0.6174157,0.996257
