catalog_source,object_id,ra,dec,plate,mjd,fiber,u_mag,g_mag,r_mag,i_mag,z_mag,teff,logg,mass,wd_type,gaia_source_id,parallax,bp_mag,rp_mag,obsid,uid,ra_obs,dec_obs,lmjd,planid,spid,fiberid,snr_u,snr_g,snr_r,snr_i,snr_z,spec_class,spec_subclass,wd_subclass,z,z_err,ps_id,ps_g_mag,ps_r_mag,ps_i_mag,ps_z_mag,ps_y_mag,gaia_g_mag,teff_err,logg_err,has_spectrum,spectrum_source,spectrum_identifier,spectrum_url
SDSS_DR7,102945.27+450705.0,157.43863,45.118053,2557.0,54178.0,335.0,15.51,15.89,16.38,16.7,16.99,36869.0,7.88,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2557-54178-0335,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2557/spec-2557-54178-0335.fits
SDSS_DR7,103002.67+163927.5,157.51112,16.657626,2592.0,54178.0,417.0,20.36,20.09,20.36,20.62,20.35,18334.0,7.99,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2592-54178-0417,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2592/spec-2592-54178-0417.fits
SDSS_DR7,103103.54+323452.9,157.76477,32.581373,1982.0,53436.0,300.0,16.35,16.17,16.44,16.68,16.93,15965.0,8.08,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1982-53436-0300,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1982/spec-1982-53436-0300.fits
SDSS_DR7,103112.73+444730.0,157.80305,44.791665,1429.0,52990.0,456.0,18.72,18.33,18.2,18.19,18.32,7636.0,7.86,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1429-52990-0456,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1429/spec-1429-52990-0456.fits
SDSS_DR7,103121.97+202315.1,157.84156,20.387529,2376.0,53770.0,273.0,16.45,16.07,16.3,16.52,16.33,16025.0,7.94,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2376-53770-0273,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2376/spec-2376-53770-0273.fits
SDSS_DR7,103132.48+180433.9,157.88532,18.076079,2868.0,54451.0,638.0,19.66,19.8,20.28,20.53,21.0,27984.0,7.87,0.578,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2868-54451-0638,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2868/spec-2868-54451-0638.fits
SDSS_DR7,103239.94+333139.0,158.16641,33.527501,1982.0,53436.0,395.0,19.45,19.11,19.35,19.61,19.67,15990.0,7.67,0.474,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1982-53436-0395,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1982/spec-1982-53436-0395.fits
SDSS_DR7,103351.58+332930.0,158.4649,33.491666,1982.0,53436.0,439.0,20.22,20.26,20.44,20.63,20.85,12946.0,8.37,,DA:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1982-53436-0439,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1982/spec-1982-53436-0439.fits
SDSS_DR7,103513.86+320824.0,158.80775,32.140003,1982.0,53436.0,204.0,18.84,18.51,18.75,18.97,19.29,14863.0,8.03,0.627,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1982-53436-0204,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1982/spec-1982-53436-0204.fits
SDSS_DR7,103637.16+070948.0,159.15483,7.1633395,1000.0,52643.0,342.0,19.15,19.09,18.76,18.91,19.05,10234.0,8.5,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1000-52643-0342,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1000/spec-1000-52643-0342.fits
SDSS_DR7,103823.56+440203.8,159.59815,44.034398,2567.0,54179.0,65.0,18.38,18.44,18.86,19.12,19.45,23573.0,7.94,0.6,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2567-54179-0065,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2567/spec-2567-54179-0065.fits
SDSS_DR7,103952.62+285421.9,159.96927,28.906091,2356.0,53786.0,568.0,19.43,18.62,17.64,16.85,16.52,6300.0,5.0,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2356-53786-0568,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2356/spec-2356-53786-0568.fits
SDSS_DR7,104057.48+083421.6,160.2395,8.5726791,2147.0,53491.0,314.0,18.66,18.08,18.03,17.48,16.87,8984.0,7.0,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2147-53491-0314,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2147/spec-2147-53491-0314.fits
SDSS_DR7,104100.56+010909.4,160.25235,1.1526212,274.0,51913.0,536.0,19.4,18.91,18.96,19.08,19.11,9428.0,8.16,0.691,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0274-51913-0536,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0274/spec-0274-51913-0536.fits
SDSS_DR7,104107.67+092103.3,160.28195,9.3509299,2147.0,53491.0,357.0,18.28,18.63,18.93,18.72,18.48,13067.0,9.89,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2147-53491-0357,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2147/spec-2147-53491-0357.fits
SDSS_DR7,104219.08+442916.0,160.57949,44.487781,1431.0,52992.0,68.0,18.62,18.57,18.82,18.56,18.03,9202.0,8.5,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1431-52992-0068,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1431/spec-1431-52992-0068.fits
SDSS_DR7,104250.62-002644.4,160.71093,-0.445665,2569.0,54234.0,318.0,19.87,19.58,19.84,20.08,20.14,17184.0,7.68,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2569-54234-0318,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2569/spec-2569-54234-0318.fits
SDSS_DR7,104519.73+002614.4,161.33219,0.437328,2569.0,54234.0,437.0,18.68,18.54,18.64,18.78,18.94,10604.0,9.52,,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2569-54234-0437,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2569/spec-2569-54234-0437.fits
SDSS_DR7,104519.73+002614.6,161.3322,0.43737741,275.0,51910.0,465.0,18.68,18.54,18.64,18.78,18.94,10871.0,9.03,,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0275-51910-0465,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0275/spec-0275-51910-0465.fits
SDSS_DR7,104654.42-010704.1,161.72677,-1.117812,2569.0,54234.0,201.0,20.15,19.84,20.01,20.2,20.47,12374.0,8.13,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2569-54234-0201,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2569/spec-2569-54234-0201.fits
SDSS_DR7,104654.43-010703.9,161.72678,-1.1177545,275.0,51910.0,126.0,20.15,19.84,20.01,20.2,20.47,13218.0,7.85,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0275-51910-0126,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0275/spec-0275-51910-0126.fits
SDSS_DR7,104657.99-005045.7,161.74164,-0.846032,2569.0,54234.0,211.0,17.75,17.89,18.16,18.42,18.74,18321.0,8.1,,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2569-54234-0211,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2569/spec-2569-54234-0211.fits
SDSS_DR7,104749.99-005405.4,161.95828,-0.901501,2569.0,54234.0,134.0,20.56,20.43,20.69,20.9,20.48,19711.0,7.38,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2569-54234-0134,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2569/spec-2569-54234-0134.fits
SDSS_DR7,104837.96-001215.8,162.15818,-0.204401,2569.0,54234.0,145.0,20.59,20.26,20.46,20.79,20.8,16321.0,7.81,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2569-54234-0145,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2569/spec-2569-54234-0145.fits
SDSS_DR7,104837.96-001215.8,162.15818,-0.20439102,276.0,51909.0,318.0,20.59,20.26,20.46,20.79,20.8,14055.0,8.07,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0276-51909-0318,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0276/spec-0276-51909-0318.fits
SDSS_DR7,104908.33-001529.3,162.28472,-0.258137,2569.0,54234.0,156.0,19.45,19.54,19.89,20.13,20.7,20801.0,7.98,,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2569-54234-0156,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2569/spec-2569-54234-0156.fits
SDSS_DR7,104912.65-000854.8,162.3027,-0.14855305,276.0,51909.0,307.0,18.98,18.44,18.19,18.11,18.12,6596.0,7.92,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0276-51909-0307,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0276/spec-0276-51909-0307.fits
SDSS_DR7,104913.82+000600.4,162.3076,0.100105,2569.0,54234.0,512.0,19.17,19.17,19.54,19.89,20.0,24430.0,7.86,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2569-54234-0512,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2569/spec-2569-54234-0512.fits
SDSS_DR7,104928.76+095859.0,162.36984,9.9830558,2886.0,54498.0,381.0,18.17,17.63,17.43,17.39,17.42,6927.0,8.25,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2886-54498-0381,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2886/spec-2886-54498-0381.fits
SDSS_DR7,104946.46+003635.1,162.44358,0.60976,2559.0,54208.0,555.0,17.19,17.24,17.63,17.9,18.21,23258.0,7.99,0.624,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2559-54208-0555,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2559/spec-2559-54208-0555.fits
SDSS_DR7,104946.47+003635.1,162.44363,0.60973657,276.0,51909.0,389.0,17.19,17.24,17.63,17.9,18.21,23258.0,8.04,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0276-51909-0389,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0276/spec-0276-51909-0389.fits
SDSS_DR7,104954.44+003931.4,162.47684,0.658719,2569.0,54234.0,526.0,19.1,18.85,19.11,19.36,19.54,16128.0,8.02,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2569-54234-0526,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2569/spec-2569-54234-0526.fits
SDSS_DR7,104959.80-004719.1,162.49917,-0.788637,2569.0,54234.0,51.0,18.13,17.77,18.04,18.25,18.16,15489.0,7.97,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2569-54234-0051,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2569/spec-2569-54234-0051.fits
SDSS_DR7,105001.57+000541.4,162.50655,0.094823,2409.0,54210.0,536.0,19.85,19.99,20.24,20.42,21.07,15785.0,8.23,,DBAH:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2409-54210-0536,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2409/spec-2409-54210-0536.fits
SDSS_DR7,105001.57+000541.4,162.50655,0.094823,2569.0,54234.0,560.0,19.85,19.99,20.24,20.42,21.07,15413.0,8.02,,DBAH:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2569-54234-0560,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2569/spec-2569-54234-0560.fits
SDSS_DR7,105042.64-010830.5,162.67767,-1.141797,2569.0,54234.0,56.0,19.89,20.37,20.87,21.27,21.13,55203.0,7.56,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2569-54234-0056,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2569/spec-2569-54234-0056.fits
SDSS_DR7,105051.71-001207.7,162.71544,-0.202146,2569.0,54234.0,118.0,20.05,18.95,18.02,16.94,16.31,6300.0,5.0,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2569-54234-0118,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2569/spec-2569-54234-0118.fits
SDSS_DR7,105101.97+010826.7,162.7582,1.140755,2569.0,54234.0,567.0,17.2,17.56,18.03,18.39,18.71,44017.0,7.74,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2569-54234-0567,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2569/spec-2569-54234-0567.fits
SDSS_DR7,105101.97+010826.7,162.75821,1.1407464,276.0,51909.0,370.0,17.2,17.56,18.03,18.39,18.71,44288.0,7.72,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0276-51909-0370,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0276/spec-0276-51909-0370.fits
SDSS_DR7,105139.92-000858.8,162.91632,-0.149673,2569.0,54234.0,72.0,21.7,20.8,20.24,20.02,20.07,6304.0,9.99,,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2569-54234-0072,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2569/spec-2569-54234-0072.fits
SDSS_DR7,105150.12+005631.8,162.95884,0.942174,2569.0,54234.0,614.0,20.34,20.09,20.28,20.56,20.82,16656.0,7.9,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2569-54234-0614,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2569/spec-2569-54234-0614.fits
SDSS_DR7,105215.84-001313.4,163.06598,-0.220386,2569.0,54234.0,67.0,20.95,20.55,20.46,20.59,20.96,7789.0,7.38,0.346,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2569-54234-0067,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2569/spec-2569-54234-0067.fits
SDSS_DR7,105226.35+003953.5,163.10981,0.66485,2569.0,54234.0,612.0,19.91,19.73,20.03,20.27,20.66,18792.0,7.87,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2569-54234-0612,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2569/spec-2569-54234-0612.fits
SDSS_DR7,105226.36+003953.4,163.10983,0.66484543,276.0,51909.0,478.0,19.91,19.73,20.03,20.27,20.66,18983.0,7.95,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0276-51909-0478,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0276/spec-0276-51909-0478.fits
SDSS_DR7,105446.75+485913.5,163.6948,48.987071,963.0,52643.0,527.0,17.96,17.97,18.33,18.65,19.01,22510.0,7.94,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0963-52643-0527,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0963/spec-0963-52643-0527.fits
SDSS_DR7,105555.24+484739.9,163.98018,48.794405,963.0,52643.0,573.0,16.35,16.82,17.33,17.69,18.01,77778.0,7.54,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0963-52643-0573,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0963/spec-0963-52643-0573.fits
SDSS_DR7,105608.95+283049.0,164.03728,28.513616,2870.0,54534.0,316.0,19.29,19.69,20.12,20.49,21.48,42000.0,7.58,0.501,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2870-54534-0316,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2870/spec-2870-54534-0316.fits
SDSS_DR7,105817.66+284609.3,164.57359,28.769263,2870.0,54534.0,429.0,19.32,19.34,19.38,19.53,19.73,10876.0,8.84,,DQ_C2_C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2870-54534-0429,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2870/spec-2870-54534-0429.fits
SDSS_DR7,105822.74+284016.6,164.59473,28.671265,2870.0,54534.0,438.0,19.87,19.58,19.89,20.16,20.52,17841.0,8.01,0.623,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2870-54534-0438,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2870/spec-2870-54534-0438.fits
SDSS_DR7,105855.83+283907.1,164.73263,28.65196,2870.0,54534.0,440.0,20.52,20.12,20.4,20.65,21.52,15829.0,8.09,0.662,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2870-54534-0440,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2870/spec-2870-54534-0440.fits
SDSS_DR7,110005.66+280131.3,165.02357,28.025349,2870.0,54534.0,198.0,19.26,19.71,20.19,20.52,21.07,55324.0,9.3,,DAH:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2870-54534-0198,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2870/spec-2870-54534-0198.fits
SDSS_DR7,110044.39+482302.8,165.18494,48.384125,2390.0,54094.0,589.0,17.99,17.43,17.27,17.27,17.23,7190.0,7.59,0.413,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2390-54094-0589,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2390/spec-2390-54094-0589.fits
SDSS_DR7,110312.82+292713.1,165.80342,29.453651,2870.0,54534.0,533.0,19.35,19.53,20.0,20.23,20.78,28475.0,7.92,0.602,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2870-54534-0533,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2870/spec-2870-54534-0533.fits
SDSS_DR7,110359.79+381940.9,165.99914,38.328035,2871.0,54536.0,277.0,18.95,18.69,19.03,19.3,19.67,16722.0,7.91,0.57,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2871-54536-0277,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2871/spec-2871-54536-0277.fits
SDSS_DR7,110405.01+373711.9,166.02089,37.619964,2871.0,54536.0,298.0,19.29,19.25,19.69,20.05,20.17,22652.0,7.98,0.618,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2871-54536-0298,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2871/spec-2871-54536-0298.fits
SDSS_DR7,110441.17+391026.9,166.17156,39.174149,2871.0,54536.0,425.0,19.96,19.58,19.83,20.06,20.29,13050.0,8.15,0.692,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2871-54536-0425,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2871/spec-2871-54536-0425.fits
SDSS_DR7,110502.34+383431.1,166.25973,38.575295,2871.0,54536.0,232.0,19.15,19.19,19.56,19.84,20.23,22380.0,7.81,0.538,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2871-54536-0232,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2871/spec-2871-54536-0232.fits
SDSS_DR7,110649.88+374655.9,166.70784,37.782204,2871.0,54536.0,136.0,18.42,18.44,18.7,18.91,19.07,14445.0,8.84,1.12,DB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2871-54536-0136,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2871/spec-2871-54536-0136.fits
SDSS_DR7,110652.91+284245.4,166.72047,28.71262,2870.0,54534.0,631.0,20.35,19.21,18.23,17.11,16.49,6300.0,5.0,,DAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2870-54534-0631,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2870/spec-2870-54534-0631.fits
SDSS_DR7,110959.45+391244.5,167.49771,39.212359,2871.0,54536.0,516.0,19.73,19.35,19.14,19.26,19.4,10096.0,9.43,,DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2871-54536-0516,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2871/spec-2871-54536-0516.fits
SDSS_DR7,111010.50+600141.4,167.54377,60.028177,2414.0,54526.0,323.0,17.69,17.99,18.44,18.75,19.05,35974.0,9.57,,DAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2414-54526-0323,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2414/spec-2414-54526-0323.fits
SDSS_DR7,111010.94+385700.3,167.54558,38.950078,2871.0,54536.0,542.0,18.02,18.15,18.44,18.69,18.97,16672.0,8.33,,DBAH:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2871-54536-0542,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2871/spec-2871-54536-0542.fits
SDSS_DR7,111023.02+592234.1,167.5959,59.376125,950.0,52378.0,578.0,18.73,18.72,18.93,19.15,19.39,13246.0,9.04,,DBAH:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0950-52378-0578,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0950/spec-0950-52378-0578.fits
SDSS_DR7,111028.70-003343.5,167.61959,-0.56207204,279.0,51984.0,308.0,19.01,18.6,18.65,18.72,18.86,9452.0,8.25,0.746,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0279-51984-0308,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0279/spec-0279-51984-0308.fits
SDSS_DR7,111047.52+005421.4,167.69799,0.9059306,279.0,51984.0,321.0,17.89,17.44,17.47,17.51,17.63,8796.0,8.29,0.77,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0279-51984-0321,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0279/spec-0279-51984-0321.fits
SDSS_DR7,111159.47+375308.2,167.9978,37.885615,2871.0,54536.0,15.0,19.49,19.08,19.34,19.59,19.96,13782.0,8.12,0.676,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2871-54536-0015,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2871/spec-2871-54536-0015.fits
SDSS_DR7,111233.66+382759.5,168.14025,38.466532,2871.0,54536.0,75.0,19.71,19.47,19.79,20.07,20.33,16143.0,7.78,0.508,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2871-54536-0075,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2871/spec-2871-54536-0075.fits
SDSS_DR7,111307.69+595342.2,168.28204,59.89505,2414.0,54526.0,380.0,19.74,19.39,19.65,19.91,20.36,16279.0,8.02,0.625,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2414-54526-0380,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2414/spec-2414-54526-0380.fits
SDSS_DR7,111444.71+200114.7,168.68631,20.020757,2872.0,54533.0,414.0,17.38,17.76,18.26,18.61,18.93,48046.0,7.71,0.561,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2872-54533-0414,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2872/spec-2872-54533-0414.fits
SDSS_DR7,111459.94+092411.1,168.74974,9.403074,1222.0,52763.0,266.0,19.68,19.05,18.98,18.38,17.84,6309.0,7.0,,DA+MSTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1222-52763-0266,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1222/spec-1222-52763-0266.fits
SDSS_DR7,111624.24+600048.7,169.10098,60.013518,951.0,52398.0,380.0,19.4,19.14,19.48,19.7,20.02,16981.0,7.88,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0951-52398-0380,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0951/spec-0951-52398-0380.fits
SDSS_DR7,111701.96+000322.9,169.25818,0.05636364,279.0,51984.0,483.0,18.85,18.8,19.17,19.44,19.67,20630.0,8.04,0.645,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,0279-51984-0483,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/0279/spec-0279-51984-0483.fits
SDSS_DR7,111741.17+302943.0,169.42153,30.495266,2092.0,53460.0,21.0,18.73,18.3,18.25,18.22,18.36,8150.0,8.12,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2092-53460-0021,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2092/spec-2092-53460-0021.fits
SDSS_DR7,111817.58+200015.4,169.57325,20.004269,2872.0,54533.0,538.0,17.56,17.66,18.07,18.4,18.7,24069.0,7.94,0.601,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2872-54533-0538,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2872/spec-2872-54533-0538.fits
SDSS_DR7,111946.75+673631.1,169.94479,67.608636,2873.0,54505.0,336.0,17.5,17.59,17.82,18.0,18.25,15413.0,8.12,,DBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,2873-54505-0336,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/2873/spec-2873-54505-0336.fits
SDSS_DR7,111949.36+092206.0,169.95568,9.368335,1222.0,52763.0,152.0,17.74,17.97,18.4,18.77,19.06,38066.0,7.91,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1222-52763-0152,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1222/spec-1222-52763-0152.fits
SDSS_DR7,112020.05+091800.1,170.08355,9.3000397,1222.0,52763.0,109.0,18.73,18.85,19.25,19.57,19.88,24526.0,7.88,,DA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,SDSS,1222-52763-0109,https://data.sdss.org/sas/dr16/sdss/spectro/redux/26/spectra/1222/spec-1222-52763-0109.fits
